2018-10-23 00:03:28.973907,100,52.94.227.146,443,3.0,0,1,1,23,1,syn
2018-10-23 00:03:49.799215,287,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:49.799658,190,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:49.800104,1514,52.94.227.146,443,1.0,-3037865646,1,1,,1,not_relevant
2018-10-23 00:03:49.800148,1150,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:49.800177,132,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:49.800485,180,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:49.800692,112,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:49.816810,285,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:49.838355,1514,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:49.838822,1514,52.94.227.146,443,1.0,38,1,1,,1,not_relevant
2018-10-23 00:03:49.845116,1362,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:49.872720,74,52.94.232.195,443,1.0,-3037647802,0,1,,1,retransmit
2018-10-23 00:03:49.875741,1514,52.94.227.146,443,1.0,36,1,1,,1,not_relevant
2018-10-23 00:03:49.875785,1514,52.94.227.146,443,1.0,0,1,1,,1,not_relevant
2018-10-23 00:03:49.875817,1072,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:49.900156,172,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:49.913637,54,52.94.232.195,443,1.0,40,1,1,,1,ack
2018-10-23 00:03:49.914238,172,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:49.915990,312,52.94.232.195,443,3.0,0,1,1,22,1,handshake
2018-10-23 00:03:49.938309,172,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:49.948215,172,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:49.953323,54,52.94.227.146,443,1.0,77,1,1,,1,ack
2018-10-23 00:03:49.971625,54,52.94.232.195,443,1.0,57,1,1,,1,ack
2018-10-23 00:03:49.974119,105,52.94.232.195,443,3.0,0,1,1,20,1,handshake
2018-10-23 00:03:49.983814,172,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:49.997316,172,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:50.011094,172,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:50.060515,172,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:50.060695,172,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:50.062298,765,52.94.232.195,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:50.075934,172,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:50.095416,172,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:50.109401,172,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:50.113397,85,52.94.232.195,443,3.0,0,1,1,21,1,handshake
2018-10-23 00:03:50.113574,54,52.94.232.195,443,1.0,141,1,1,,1,ack
2018-10-23 00:03:50.137333,172,52.94.227.146,443,3.0,0,1,1,23,1,expected
2018-10-23 00:03:50.154715,54,52.94.232.195,443,1.0,41,1,1,,1,ack
